method,weight_function,capped_weight,k,alpha,beta,sample,class,silhouette_value
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.1,1.0,sample05.functional,functional,-0.0800883717825989
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.1,1.0,sample06.pathological,pathological,0.1709499159529408
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.1,1.0,sample07.pathological,pathological,0.17390828049388687
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.1,1.0,sample08.pathological,pathological,0.17347946856734317
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.1,1.0,sample09.pathological,pathological,0.18072055601456088
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.1,1.0,sample10.pathological,pathological,0.18107864043170416
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.01,1.0,sample01.functional,functional,-0.0735896114822181
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.01,1.0,sample02.functional,functional,-0.06995270912898523
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.01,1.0,sample03.functional,functional,-0.07064487301008344
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.01,1.0,sample04.functional,functional,-0.06868525992191057
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.01,1.0,sample05.functional,functional,-0.07992843279536756
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.01,1.0,sample06.pathological,pathological,0.1708197545084485
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.01,1.0,sample07.pathological,pathological,0.1737750603263369
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.01,1.0,sample08.pathological,pathological,0.17334230467381814
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.01,1.0,sample09.pathological,pathological,0.1805865194405702
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.01,1.0,sample10.pathological,pathological,0.18094896264394
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.001,1.0,sample01.functional,functional,-0.07352018277436376
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.001,1.0,sample02.functional,functional,-0.06988975455430936
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.001,1.0,sample03.functional,functional,-0.0706186939952132
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.001,1.0,sample04.functional,functional,-0.06865069388059775
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.001,1.0,sample05.functional,functional,-0.07986415640214772
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.001,1.0,sample06.pathological,pathological,0.17076705987239874
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.001,1.0,sample07.pathological,pathological,0.1737213500994509
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.001,1.0,sample08.pathological,pathological,0.173287072590905
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.001,1.0,sample09.pathological,pathological,0.1805327891554671
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.001,1.0,sample10.pathological,pathological,0.18089659767973348
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.0001,1.0,sample01.functional,functional,-0.07348465548459877
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.0001,1.0,sample02.functional,functional,-0.06985757023838443
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.0001,1.0,sample03.functional,functional,-0.07060527800765823
